universe,raw_ticker,yahoo_ticker,name,sector,location,exchange,currency,mapping_status
russell_2500_proxy,WT,WT,WISDOMTREE,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,LBRT,LBRT,LIBERTY ENERGY CLASS A,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,MSGE,MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,BKU,BKU,BANKUNITED,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,SHOO,SHOO,STEVEN MADDEN,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,SDRL,SDRL,SEADRILL,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,CLDX,CLDX,CELLDEX THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,UCTT,UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,KN,KN,KNOWLES,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,USAR,USAR,USA RARE EARTH CLASS A,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ARQT,ARQT,ARCUTIS BIOTHERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,SPSC,SPSC,SPS COMMERCE,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,GPI,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,KBH,KBH,KB HOME,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,CWK,CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,DNOW,DNOW,DNOW,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,KD,KD,KYNDRYL HOLDINGS,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,WAY,WAY,WAYSTAR HOLDING,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,GPK,GPK,GRAPHIC PACKAGING HOLDING,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,TMDX,TMDX,TRANSMEDICS GROUP,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DNLI,DNLI,DENALI THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,VAC,VAC,MARRIOTT VACATIONS WORLDWIDE,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,ATRC,ATRC,ATRICURE,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ABM,ABM,ABM INDUSTRIES INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,BHF,BHF,BRIGHTHOUSE FINANCIAL,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,WING,WING,WINGSTOP,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,SMR,SMR,NUSCALE POWER CORP CLASS A,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,NHC,NHC,NATIONAL HEALTHCARE CORP,Health Care,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,LOAR,LOAR,LOAR HOLDINGS,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,BELFB,BELFB,BEL FUSE CLASS B,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,OZK,OZK,BANK OZK,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ARCB,ARCB,ARCBEST,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PLUG,PLUG,PLUG POWER,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CWT,CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,United States,NYSE,USD,mapped
russell_2500_proxy,EXTR,EXTR,EXTREME NETWORKS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,MIAX,MIAX,MIAMI INTERNATIONAL HOLDINGS,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,PFS,PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,DRS,DRS,LEONARDO DRS INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NTCT,NTCT,NETSCOUT SYSTEMS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,DBRG,DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,PK,PK,PARK HOTELS RESORTS INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,CENX,CENX,CENTURY ALUMINUM,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,AMBA,AMBA,AMBARELLA,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,MCY,MCY,MERCURY GENERAL,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,CURB,CURB,CURBLINE PROPERTIES,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,NEOG,NEOG,NEOGEN,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,UNFI,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,United States,NYSE,USD,mapped
russell_2500_proxy,CHH,CHH,CHOICE HOTELS INTERNATIONAL,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,TDC,TDC,TERADATA,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,FUL,FUL,HB FULLER,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,LEU,LEU,CENTRUS ENERGY CLASS A,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,CDNA,CDNA,CAREDX,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ADEA,ADEA,ADEIA,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,KNTK,KNTK,KINETIK HOLDINGS CLASS A,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,MGEE,MGEE,MGE ENERGY,Utilities,United States,NASDAQ,USD,mapped
russell_2500_proxy,BOH,BOH,BANK OF HAWAII,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,HAYW,HAYW,HAYWARD HOLDINGS,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,AEHR,AEHR,AEHR TEST SYSTEMS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,BKD,BKD,BROOKDALE SENIOR LIVING INC,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,MGRC,MGRC,MCGRATH RENT,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,COCO,COCO,THE VITA COCO COMPANY,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,POWI,POWI,POWER INTEGRATIONS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,BCC,BCC,BOISE CASCADE,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,FRSH,FRSH,FRESHWORKS CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,DX,DX,DYNEX CAPITAL REIT,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,DGII,DGII,DIGI INTERNATIONAL,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,DYN,DYN,DYNE THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,VC,VC,VISTEON,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,MAN,MAN,MANPOWER,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,LINE,LINE,LINEAGE,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,AGYS,AGYS,AGILYSYS INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,BHE,BHE,BENCHMARK ELECTRONICS INC,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,CBZ,CBZ,CBIZ,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,FRME,FRME,FIRST MERCHANTS,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ACHC,ACHC,ACADIA HEALTHCARE COMPANY,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BOKF,BOKF,BOK FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PENG,PENG,PENGUIN SOLUTIONS INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,LAZ,LAZ,LAZARD,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,QS,QS,QUANTUMSCAPE CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,NOG,NOG,NORTHERN OIL AND GAS,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,NBTB,NBTB,NBT BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,AKR,AKR,ACADIA REALTY TRUST REIT,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,FIVN,FIVN,FIVE9,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,NEO,NEO,NEOGENOMICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ALRM,ALRM,ALARM.COM HOLDINGS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,LFST,LFST,LIFESTANCE HEALTH GROUP,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,TRMK,TRMK,TRUSTMARK,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HURN,HURN,HURON CONSULTING GROUP,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,UE,UE,URBAN EDGE PROPERTIES,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,BULL,BULL,WEBULL CORP CLASS A,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,RSI,RSI,RUSH STREET INTERACTIVE CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,WDFC,WDFC,WD-40,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,COHU,COHU,COHU,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,BANC,BANC,BANC OF CALIFORNIA,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,NG,NG,NOVAGOLD RESOURCES INC,Materials,Canada,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,AAMI,AAMI,ACADIAN ASSET MANAGEMENT,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,AAP,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,GPOR,GPOR,GULFPORT ENERGY,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,BBT,BBT,BEACON FINANCIAL,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,FBNC,FBNC,FIRST BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,KALU,KALU,KAISER ALUMINIUM,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CARG,CARG,CARGURUS CLASS A,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,REZI,REZI,RESIDEO TECHNOLOGIES,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,RRR,RRR,RED ROCK RESORTS ORS CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,EEFT,EEFT,EURONET WORLDWIDE INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,FCPT,FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,DRH,DRH,DIAMONDROCK HOSPITALITY,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,BUSE,BUSE,FIRST BUSEY,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IMNM,IMNM,IMMUNOME,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,PLUS,PLUS,EPLUS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,WRBY,WRBY,WARBY PARKER CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,VECO,VECO,VEECO INSTRUMENTS,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,BATRK,BATRK,ATLANTA BRAVES HOLDINGS SERIES C,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,JOE,JOE,ST JOE,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,TNK,TNK,TEEKAY TANKERS LTD CLASS A,Energy,Bermuda,NYSE,USD,mapped
russell_2500_proxy,KRMN,KRMN,KARMAN HOLDINGS INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,SMG,SMG,SCOTTS MIRACLE GRO,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,PPLI,PPLI,PEOPLE,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,SMMT,SMMT,SUMMIT THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FOUR,FOUR,SHIFT4 PAYMENTS CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,NRIX,NRIX,NURIX THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FBK,FBK,FB FINANCIAL,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,BEAM,BEAM,BEAM THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,NTB,NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,ANDE,ANDE,ANDERSONS INC,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,CUBI,CUBI,CUSTOMERS BANCORP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,PHIN,PHIN,PHINIA,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,PRVA,PRVA,PRIVIA HEALTH GROUP INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,NGVT,NGVT,INGEVITY,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,SOUN,SOUN,SOUNDHOUND AI CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,OPEN,OPEN,OPENDOOR TECHNOLOGIES CLASS A,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,NWL,NWL,NEWELL BRANDS INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,SUPN,SUPN,SUPERNUS PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DXPE,DXPE,DXP ENTERPRISES,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IMAX,IMAX,IMAX,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,AXGN,AXGN,AXOGEN,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BRZE,BRZE,BRAZE CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,HWKN,HWKN,HAWKINS INC,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SKWD,SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,RAMP,RAMP,LIVERAMP HOLDINGS INC,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,AEO,AEO,AMERICAN EAGLE OUTFITTERS,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,ROG,ROG,ROGERS,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,BANF,BANF,BANCFIRST CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MANE,MANE,VERADERMICS,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,EFSC,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,APAM,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,NKTR,NKTR,NEKTAR THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,IOSP,IOSP,INNOSPEC INC,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,DCO,DCO,DUCOMMUN,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,BANR,BANR,BANNER CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,WTTR,WTTR,SELECT WATER SOLUTIONS CLASS A,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,KMT,KMT,KENNAMETAL,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,WAFD,WAFD,WAFD INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NAVN,NAVN,NAVAN CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,NCNO,NCNO,NCINO,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,TRN,TRN,TRINITY INDUSTRIES INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,IVT,IVT,INVENTRUST PROPERTIES,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,RCUS,RCUS,ARCUS BIOSCIENCES,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,STNE,STNE,STONECO CLASS A,Financials,Brazil,NASDAQ,USD,mapped
russell_2500_proxy,AVPT,AVPT,AVEPOINT CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,PATK,PATK,PATRICK INDUSTRIES,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,CXT,CXT,CRANE NXT,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,HLIO,HLIO,HELIOS TECHNOLOGIES INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,KVYO,KVYO,KLAVIYO SERIES A,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,GOLF,GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,NWBI,NWBI,NORTHWEST BANCSHARES INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,LION,LION,LIONSGATE STUDIOS,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,RDW,RDW,REDWIRE,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,GPGI,GPGI,GPGI INC CLASS A,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,VVX,VVX,V2X,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,HTO,HTO,H2O AMERICA,Utilities,United States,NASDAQ,USD,mapped
russell_2500_proxy,PENN,PENN,PENN ENTERTAINMENT,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,PBH,PBH,PRESTIGE CONSUMER HEALTHCARE,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,CC,CC,CHEMOURS,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,SHAK,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,LPG,LPG,DORIAN LPG,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,OSW,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,ADUS,ADUS,ADDUS HOMECARE CORP,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,UPST,UPST,UPSTART HOLDINGS,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NMRK,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,VERA,VERA,VERA THERAPEUTICS CLASS A,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,OUST,OUST,OUSTER,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,TALO,TALO,TALOS ENERGY,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,WERN,WERN,WERNER ENTERPRISES,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CACC,CACC,CREDIT ACCEPTANCE CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SLS,SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,LTC,LTC,LTC PROPERTIES REIT,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,BXMT,BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,BFH,BFH,BREAD FINANCIAL HOLDINGS,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,KWR,KWR,QUAKER HOUGHTON CORP,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,PAY,PAY,PAYMENTUS HOLDINGS INC CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,FLYW,FLYW,FLYWIRE,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HCI,HCI,HCI GROUP INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,LASR,LASR,NLIGHT,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,ELVN,ELVN,ENLIVEN THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,OFG,OFG,OFG BANCORP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,ECPG,ECPG,ENCORE CAPITAL GROUP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,AGM,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,SRPT,SRPT,SAREPTA THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,MTX,MTX,MINERALS TECHNOLOGIES,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,LCII,LCII,LCI INDUSTRIES,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,FCF,FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,CNS,CNS,COHEN & STEERS INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,WHR,WHR,WHIRLPOOL,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,MD,MD,PEDIATRIX MEDICAL GROUP INC,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,KEEL,KEEL,KEEL INFRASTRUCTURE CORP,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,SYBT,SYBT,STOCK YARDS BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,INSP,INSP,INSPIRE MEDICAL SYSTEMS,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,WGS,WGS,GENEDX HOLDINGS CLASS A,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,UFPT,UFPT,UFP TECHNOLOGIES INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,SGHC,SGHC,SUPER GROUP,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,DDS,DDS,DILLARDS CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,ATRO,ATRO,ASTRONICS,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HGV,HGV,HILTON GRAND VACATIONS,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,CALY,CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,NWN,NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,United States,NYSE,USD,mapped
russell_2500_proxy,PRLB,PRLB,PROTO LABS,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,OCUL,OCUL,OCULAR THERAPEUTIX,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CRVL,CRVL,CORVEL,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CAR,CAR,AVIS BUDGET GROUP INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CALX,CALX,CALIX NETWORKS,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,INTA,INTA,INTAPP,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,ZD,ZD,ZIFF DAVIS INC,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,ADMA,ADMA,ADMA BIOLOGICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,IPAR,IPAR,INTERPARFUMS INC,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,STC,STC,STEWART INFO SERVICES CORP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,VCEL,VCEL,VERICEL,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DXC,DXC,DXC TECHNOLOGY,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,NVTS,NVTS,NAVITAS SEMICONDUCTOR,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,GEF,GEF,GREIF INC CLASS A,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,RUN,RUN,SUNRUN INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PEB,PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,HUBG,HUBG,HUB GROUP CLASS A,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MZTI,MZTI,MARZETTI,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,AUPH,AUPH,AURINIA PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,GRBK,GRBK,GREEN BRICK PARTNERS,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,BCRX,BCRX,BIOCRYST PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,IPGP,IPGP,IPG PHOTONICS CORP,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,SHO,SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,SPB,SPB,SPECTRUM BRANDS HOLDINGS,Consumer Staples,United States,NYSE,USD,mapped
russell_2500_proxy,TILE,TILE,INTERFACE,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PPTA,PPTA,PERPETUA RESOURCES,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,OLN,OLN,OLIN CORP,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,NESR,NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,United States,NASDAQ,USD,mapped
russell_2500_proxy,TBBK,TBBK,BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PTON,PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,PFSI,PFSI,PENNYMAC FINANCIAL SERVICES,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,PRDO,PRDO,PERDOCEO EDUCATION,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,CHCO,CHCO,CITY HOLDING,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MFP,MFP,MIDERA FOOD PROCESSING INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,RH,RH,RH,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,HMN,HMN,HORACE MANN EDUCATORS CORP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,HHH,HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,AGIO,AGIO,AGIOS PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,MBX,MBX,MBX BIOSCIENCES,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,AMR,AMR,ALPHA METALLURGICAL RESOURCE,Materials,United States,NYSE,USD,mapped
